track_id,track_name,artists,track_genre,popularity,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo
06Q3gof2rs8ErXzBrW1aVg,Breakfast,Sly Withers,garage,39,0.531,0.876,0.0382,0.003,1.67e-06,0.127,0.205,-4.253,130.969
6ppefZt5uQ62aHAfSa1Jx9,Dancing with my phone,HYBS,chill,59,0.834,0.586,0.0267,0.439,0.083,0.102,0.878,-8.278,102.048
5bSSkaqVo0qsOmtYOcPpp3,We Used to Know - 2001 Remaster,Jethro Tull,psych-rock,53,0.247,0.458,0.0322,0.105,3.33e-05,0.283,0.465,-10.509,171.923
4eTUG3TF3lQuar1lLkN0cG,bad days,Tove Lo,synth-pop,43,0.66,0.498,0.0322,0.471,0.0,0.124,0.382,-6.539,131.946
6iMzy3mIG2zVdMR15A6HmJ,If I Lose Myself - Alesso vs OneRepublic,OneRepublic;Alesso,piano,0,0.518,0.829,0.0414,0.198,5.65e-06,0.125,0.148,-3.321,125.992
3joSo5cx7WLe18uEEdu3Oj,Chá De Casa Nova - Ao Vivo,Henrique & Juliano,sertanejo,54,0.55,0.695,0.123,0.492,0.0,0.601,0.602,-3.86,77.824
2ZICF8SFI5tHttaLJKMY1X,False Pretense,The Red Jumpsuit Apparatus,punk,64,0.509,0.93,0.0474,0.00137,0.0,0.152,0.783,-2.689,154.946
4ClHOBQG9QNcqzfzFmXj39,"Down The Road (feat. YVA, Dhruv Sangari & Nicki Wells)",Nitin Sawhney;YVA;Dhruv Sangari;Nicki Wells,trip-hop,26,0.576,0.317,0.0857,0.79,0.000485,0.218,0.329,-14.689,150.194
4RADnYlgyRGpV7tWZJ5JiG,Richard Wagner / Die Meistersinger von Nürnberg - Overture,Richard Wagner;Otto Klemperer,opera,0,0.217,0.272,0.0365,0.957,0.965,0.617,0.194,-17.207,96.399
1e2ShXB96jVtJfd3KemRXn,One Day (When We All Get To Heaven) - Radio Version,Matt Redman,world-music,46,0.486,0.238,0.0301,0.894,0.0,0.093,0.336,-8.182,80.157
1Jwc3ODLQxtbnS8M9TflSP,Walk Like an Egyptian,The Bangles,disco,63,0.724,0.891,0.0995,0.00344,4.72e-05,0.3,0.818,-7.818,103.022
48b3btPS19LeSIgOsA8q2c,Halloween - Master Sound Productions 1980,Misfits,punk,0,0.418,0.845,0.0415,0.572,0.144,0.115,0.202,-12.182,113.794
4G69MBJlMo7BxDgzj7s7nV,Derretendo Satélites - Ao Vivo,Paula Toller,r-n-b,42,0.654,0.631,0.037,0.237,0.295,0.831,0.611,-11.237,95.981
4knGE25OEOeaJocSkSliuz,Na De Na,"Angel Y Khriz;Gocho ""El Lápiz De Platino"";John Eric",latino,0,0.878,0.893,0.122,0.182,0.0,0.105,0.682,-5.834,119.925
06RouQ8MtzC4OUWXnVugei,Bee over There,Koo Koo Kanga Roo,kids,20,0.826,0.908,0.0724,0.0654,0.000202,0.125,0.853,-4.366,130.034
0F78T5bfHQCliaNjBkIYBq,When the Party's Over,Kina Grannis,acoustic,50,0.52,0.171,0.0423,0.853,0.0,0.174,0.23,-14.5,123.565
2EqlS6tkEnglzr7tkKAAYD,Come Together - Remastered 2009,The Beatles,psych-rock,77,0.533,0.376,0.0393,0.0302,0.248,0.0926,0.187,-11.913,165.007
6njmP9TqyeVi3DUioVULY2,Fly Away,Lenny Kravitz,rock,0,0.597,0.868,0.0526,0.0212,0.0,0.664,0.709,-5.095,160.021
0T7UC9WLm1LeZX46T3atqP,Angst frisst Seele auf,Feine Sahne Fischfilet,punk,38,0.581,0.957,0.0335,0.00151,0.000434,0.345,0.742,-4.079,94.939
3dAvoxoiRsAGa87VPMnbbl,Ber Zer Ker,WATEVA,electronic,44,0.811,0.914,0.206,0.00322,0.00051,0.321,0.368,-3.764,129.951
2CD1dVhWq229x7FJJFnese,"Sky Train - Austin,Tx Mix",Omar S;Nite Jewel,detroit-techno,9,0.736,0.262,0.0348,0.0882,0.827,0.0897,0.699,-18.56,113.99
5tE6O5aR5b7krAkQnPrkYC,Hypnotize,Solomun,minimal-techno,45,0.887,0.378,0.0756,0.00295,0.832,0.101,0.386,-9.184,125.001
45VqWgUpU1XiMaCtKZBxkj,Pump Up The Volume - Original Mix,The Prophet,hardstyle,0,0.707,0.92,0.0831,0.269,0.798,0.101,0.0739,-6.468,110.961
01R8E80wecrjrq6iwrdZx3,Coração De Rua - Ao Vivo,Henrique & Juliano,sertanejo,60,0.56,0.799,0.187,0.362,0.0,0.838,0.661,-3.572,174.005
5pV61B6b5kcy1ysaPL8iON,Kadhal Yen Kadhal,Dhanush;Selvaraghavan,k-pop,62,0.823,0.689,0.0639,0.247,0.000139,0.133,0.569,-7.791,104.996
1r4vEAZ09lGIm8eusrJDdq,Sinais - Live,Sorriso Maroto,pagode,49,0.462,0.847,0.0446,0.589,0.0,0.972,0.547,-5.388,143.938
7LGyAwowOr72wiBTsEL4tL,Zehnaseeb - Lofi Flip,Deepanshu Ruhela;Swattrex;Chinmayi Sripada;Shekhar Ravjiani;Vishal-Shekhar,indian,41,0.604,0.496,0.0413,0.643,0.0,0.368,0.196,-11.411,80.0
6zbMyzItlZIQbSwYbyk0MN,O Mínimo de Mim,Shirley Carvalhaes,gospel,43,0.379,0.676,0.0396,0.604,0.0,0.186,0.234,-3.501,139.43
77stxHgDOzi9Ue9912tMRf,"У ворот, ворот",Sergei Lemeshev,romance,0,0.65,0.348,0.0563,0.987,0.104,0.108,0.9,-13.911,118.899
6rUp7v3l8yC4TKxAAR5Bmx,I Hate Everything About You,Three Days Grace,grunge,72,0.498,0.83,0.0421,0.00461,0.0,0.139,0.453,-5.157,89.342
44DFFra1iTFvIGpzVlRHFx,Sang Hoon Tere,Pritam;Nikhil D'Souza,indian,49,0.577,0.634,0.0286,0.18,1.15e-06,0.186,0.392,-5.597,80.991
6bfzJqCmmKyn7GQtgnfWd1,"La rondine, SC 83: Chi il bel sogno di Doretta",Giacomo Puccini;Renée Fleming;English Chamber Orchestra;Jeffrey Tate,opera,1,0.234,0.136,0.0458,0.97,0.281,0.108,0.0374,-18.882,85.418
5HrYsy4vBjmIRvSzzLSRDo,Bebes de mi,Rosana,spanish,28,0.668,0.661,0.0358,0.649,0.0,0.0477,0.87,-6.552,102.962
0UkpfwUKYe6uzYxhH3KnIB,1 Step Ahead,Oyh!,study,43,0.639,0.435,0.0873,0.862,0.866,0.0989,0.342,-11.968,80.375
6KTG1O45PqNxpXhPwXX9BD,selfish (i wished you hated me),demxntia,emo,45,0.408,0.516,0.0456,0.691,0.0,0.159,0.514,-9.112,153.651
309lWVv2Cj83O0MDqthRSM,Cadê Dalila - Ao Vivo Em São Paulo / 2018,Ivete Sangalo,mpb,40,0.619,0.873,0.0405,0.00225,9e-06,0.614,0.442,-7.428,87.506
3HCDGtLZabH3umLgwCBpDB,Send Me An Angel,Real Life,synth-pop,59,0.605,0.926,0.0372,0.0714,2.18e-05,0.0953,0.49,-4.831,129.844
7vUZEGiBy9oZ2LxRnIEbs8,the remedy for a broken heart (why am I so in love) - Instrumental,XXXTENTACION,emo,44,0.909,0.237,0.0833,0.721,0.023,0.211,0.079,-11.229,119.828
1Fmv83uTiON5klaC94cJxb,Baa Baa Black Sheep,Raffi,children,58,0.881,0.0517,0.107,0.846,0.0,0.166,0.702,-17.122,122.397
14jEv2xc6r43y0Nm2ymswN,Amor Completo,Mon Laferte,alternative,0,0.389,0.418,0.027,0.664,5.71e-05,0.108,0.347,-8.976,175.567
2gmVKYuax3xbfdpivy0xpd,Zombie Graveyard Rape Bonanza,Gorerotted,grindcore,17,0.311,0.985,0.17,2.02e-05,0.655,0.283,0.266,-4.348,139.666
493Rk3iS7rs8uPfpnfm95u,El Incomprendido,Farruko;Victor Cardenas;Dj Adoni,latino,71,0.754,0.841,0.135,0.113,0.0,0.466,0.541,-3.19,128.019
63IZIrLwNjZOJ4nZlNXuAH,"No Me Importa - ¡Oh, Oh!",Chingadazo de Kung Fu,punk-rock,40,0.489,0.81,0.0383,0.00781,9.3e-06,0.137,0.479,-6.93,106.39
43Vyj3R8vMlFNVB2gqrsAM,Surfin' Cow,The Dead Milkmen,ska,33,0.576,0.763,0.0448,0.000645,0.322,0.0733,0.705,-9.279,129.612
4JWbH50WabthGhmtduR8b9,ON (Feat. Sia),BTS;Sia,k-pop,60,0.591,0.848,0.0828,0.137,0.0,0.372,0.385,-4.396,105.924
2GTMvEjoCKe52M5936CFLO,Good With God,Old 97's,power-pop,28,0.461,0.957,0.0724,0.000148,4.41e-06,0.116,0.268,-5.862,129.91
5FQEeo3o0tPNxrsQPcmwlX,Changes,Mike Perry;Dimitri Vangelis & Wyman;TEN TIMES;The Companions,swedish,60,0.716,0.748,0.0364,0.0667,0.0,0.0581,0.469,-4.656,120.033
08kSDRN3ZUB5V5ba2Rt5KB,Call on Me (with SG Lewis),Tove Lo;SG Lewis,synth-pop,63,0.548,0.884,0.0547,0.00561,1.77e-05,0.151,0.335,-5.225,120.989
3D4J0o9w44QKFrBrYrSVJY,What Comes Next?,Jonathan Groff,show-tunes,63,0.515,0.302,0.079,0.603,0.0,0.199,0.277,-10.882,114.972
2Ey6v4Sekh3Z0RUSISRosD,Layla,Derek & The Dominos,blues,0,0.459,0.89,0.0487,0.451,0.11,0.306,0.447,-3.246,115.654
1eEWigdKC7UyhnfUBax4Ii,Zouk do Rubi - Ao Vivo,Forró Real,forro,37,0.619,0.756,0.118,0.318,0.0,0.141,0.702,-9.764,112.366
4iBsDuZKwpqQFsLqL3lj31,A Few Blocks South,Weekend Nachos,grindcore,16,0.169,0.95,0.098,9.19e-05,0.737,0.727,0.173,-4.652,155.495
6pW1AQhs75Cc5WTgoRQ8vi,Saaral Mazhaiyaa,Stephen Zechariah;Kaushik Iyer,hip-hop,58,0.368,0.571,0.0451,0.557,0.0,0.889,0.286,-7.475,99.916
7o9yuI0dvhbNVkiUaG1z7T,The Dance,Rhythim Is Rhythim;Derrick May;Mayday,detroit-techno,12,0.763,0.963,0.0677,0.0343,0.894,0.108,0.655,-8.451,128.939
7qqX9USUjXHTBVeC0kLeJy,I Was A Teenage Werewolf - Remastered,The Cramps,psych-rock,0,0.412,0.601,0.0536,0.000866,0.0455,0.321,0.49,-10.493,114.543
4Cf7INHovrVKQOQNOStdH8,Y Suma y Sigue,Juan D'Arienzo;Alberto Echagüe,tango,25,0.64,0.75,0.13,0.902,3.91e-05,0.205,0.79,-3.56,130.398
5Ce9z7GqSknXccyppRxNLY,Thief,Ookay,dub,57,0.57,0.797,0.0608,0.00476,0.00833,0.11,0.212,-2.954,149.925
4UZifG6wVTl3dFIeHKLi8y,Promises,NERO,dubstep,56,0.484,0.943,0.0647,3.77e-05,0.00452,0.593,0.345,-4.364,143.933
7lYdF3SC4SCJPg5kROvXWx,Good News - Live,Bryan & Katie Torwalt,world-music,23,0.473,0.474,0.0558,0.395,0.0,0.163,0.251,-9.175,140.746
0t5JyYh5CxnUI3v0msZzYM,Many Winters,Hans Zimmer;Adam Lukas;James Everingham,german,25,0.29,0.072,0.0323,0.826,0.859,0.106,0.0385,-22.903,87.858
2D52zjCyqEIQa221lhw6uk,This Is War,Thirty Seconds To Mars,grunge,66,0.402,0.723,0.0579,0.0663,2e-06,0.233,0.224,-5.26,160.047
5hfA2BeYLbBukMAPXJNzdI,Praise,Sevendust,industrial,23,0.563,0.906,0.108,0.000186,8.21e-06,0.0204,0.449,-3.407,131.88
5i0h6XtjL1LNRuFUl0STkC,Dream Merchant,The New Birth,disco,31,0.425,0.605,0.0794,0.341,1.24e-06,0.0947,0.47,-11.212,152.119
0vdZk0uHh0PaEQpY5PHG6n,Use to Laugh,Groundation;Pablo Moses;Ijahman Levi,dub,28,0.765,0.537,0.0357,0.051,0.0679,0.0894,0.803,-7.314,124.412
3XN6gsqRw1EzezEdgQmKO7,How We Do It,SHINJIRO ATAE (from AAA),j-dance,19,0.704,0.804,0.0434,0.0187,0.0,0.0834,0.556,-5.924,127.004
6yvAfQ4xM01Sq00DZ54sDl,Piano Trio No. 2 in E Minor: IV. Allegretto – Adagio,Dmitri Shostakovich;Ares Trio,ambient,2,0.287,0.19,0.0379,0.941,0.369,0.0906,0.177,-16.959,77.583
56T8rWR6szMJ22n5bv8DXo,Niggaz 4 Life,N.W.A.,hardcore,2,0.809,0.858,0.245,0.0633,1.91e-06,0.565,0.529,-6.089,93.112
09AbeKK96E8eA2m8IITFHP,Put Love Where You Want It,Ten City,chicago-house,9,0.624,0.468,0.0996,0.0473,2.19e-05,0.188,0.802,-15.441,167.91
2j0xMbhqTwks1L3PeOhywh,Cosas Ricas,Yera;Mau y Ricky,reggaeton,0,0.771,0.693,0.0485,0.0358,0.0,0.0904,0.714,-4.173,93.004
0Ki1LxOG8z8ywTCcUT3ugq,Tyson,Los Caligaris,ska,45,0.526,0.884,0.0757,0.0469,0.0,0.315,0.657,-3.359,156.021
5xhs3I7Rnbli2emfWl2O5L,Levitating,Dua Lipa;DaBaby,dance,1,0.702,0.825,0.0601,0.00883,0.0,0.0674,0.915,-3.787,102.977
39lOHITmszIVH9WF4Jpbum,Bloom,Prateek Kuhad,folk,43,0.606,0.488,0.0255,0.597,0.0982,0.184,0.468,-7.339,81.019
3DrQsIe4cyX3bNCJY6bq11,Viski Ve Lazanya,Teoman,turkish,38,0.662,0.527,0.263,0.629,0.709,0.129,0.422,-8.132,95.038
293xyTq2gy7G5PFaMeBbmd,La Luz de un Fósforo - En Vivo,Ariel Ardit;Orquesta Tipica,tango,25,0.505,0.436,0.0453,0.866,0.0,0.966,0.46,-5.975,113.526
0kavVZx38UlVVTxw5HUIJL,Gorilla Grip,Sinoda,sad,57,0.874,0.608,0.408,0.0189,0.0,0.102,0.594,-9.031,159.936
7frumfCbPME9rnrbBB7qZ7,I Wanna Be Sedated,Ramones,punk,0,0.598,0.96,0.042,0.169,2.89e-05,0.105,0.937,-3.989,163.011
0wnZAXlg3CPUgAKFQblzff,pirate song,mehro,songwriter,61,0.497,0.401,0.0419,0.505,0.086,0.113,0.269,-11.505,179.928
2OTGmFUoJDx8scC8PO87V0,Settin' The Woods On Fire,Hank Williams;Drifting Cowboys,honky-tonk,36,0.739,0.304,0.0454,0.825,1.15e-06,0.18,0.95,-9.039,161.867
0oiXbwcUnGIqtT0efGQ6PM,Ser Feliz,Los Caligaris,ska,34,0.739,0.782,0.0312,0.496,0.0887,0.0826,0.965,-5.985,138.012
1xFkcJjWuLlq8CIymwSTw9,buzzkill,MOTHICA,soul,67,0.638,0.755,0.0682,0.362,3.09e-06,0.329,0.739,-5.614,169.953
1BPBwKueIEMnUcbbs2te7B,NUMB,Chri$tian Gate$,sad,73,0.682,0.598,0.264,0.0575,0.0,0.299,0.823,-5.694,103.791
7KoWRwwVUgZV5D0zmrr25s,The Eagle Flies Alone - edit,Arch Enemy,death-metal,54,0.492,0.982,0.0856,0.000894,0.205,0.118,0.148,-4.237,136.004
5ZZuiMFxl85qakgTZQapsc,Welcome To Los Santos,Oh No,alternative,52,0.686,0.433,0.0339,0.239,0.18,0.0898,0.389,-8.9,88.981
6qdkcDUc80NP6zj4VUD4qR,Drinkin Wine Spo Dee O Dee,Malcolm Yelvington,honky-tonk,13,0.638,0.572,0.0287,0.685,3.07e-05,0.382,0.629,-5.946,101.2
5aIjMoNIRhwNychOb2lC7k,A Servant,Amorphis,death-metal,21,0.12,0.906,0.0793,4.49e-06,0.865,0.169,0.134,-4.106,148.948
5LxvwujISqiB8vpRYv887S,I Want You Back,The Jackson 5,soul,77,0.469,0.538,0.0571,0.305,0.00012,0.37,0.886,-13.559,196.605
3njFQqu9rj8B06TSCDAahy,Forever Young,"Peter, Paul and Mary",songwriter,0,0.62,0.378,0.0638,0.352,0.00161,0.0755,0.767,-15.85,73.813
4ZSFKEQMre7LJUkUEW28oA,Bad Ass Bitches,Wiz Khalifa,dance,0,0.904,0.601,0.198,0.0305,0.0,0.615,0.761,-5.561,87.037
5AyL2kgLtTWEu3qO3B9SqK,Like A G6,Far East Movement;The Cataracs;DEV,edm,74,0.435,0.837,0.449,0.00676,0.0,0.117,0.778,-8.126,124.913
0hBN7k2AAmbc0mM4cUAmQH,Everyone She Knows,Kenny Chesney,country,0,0.659,0.682,0.0293,0.00992,0.0,0.159,0.664,-5.045,109.022
2dwhMQsFeHr2S787WxqAqW,You Sang To Me,Marc Anthony,salsa,58,0.578,0.894,0.0296,0.0103,2.66e-06,0.216,0.741,-5.42,165.98
5W8HXMOMLtXLz0RGKUtnlZ,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",Skylar Grey;Polo G;Mozzy;Eminem,piano,73,0.664,0.692,0.127,0.237,0.0,0.0798,0.233,-4.128,154.924
4Qkl4TpmZCwIINFPI6fS23,Honky Tonkin',Hank Williams;Drifting Cowboys,honky-tonk,15,0.535,0.414,0.0313,0.83,1.74e-06,0.113,0.866,-10.013,165.679
6XimI1O15wpfwUdrCnlrxo,All These Things I Hate (Revolve Around Me),Bullet For My Valentine,metal,57,0.495,0.869,0.0462,0.0306,0.0,0.279,0.522,-3.48,94.012
74fmOZkSwZfQlir02KmDwH,Victoria's Secret,Jax,singer-songwriter,0,0.586,0.556,0.0592,0.00655,0.0,0.0836,0.517,-7.639,167.018
5J89CMy1fDUEf73fi6KL9R,"Guitarras, Lloren Guitarras - Remastered",Cuco Sánchez,guitar,23,0.608,0.0277,0.0452,0.938,3.76e-06,0.0874,0.314,-15.382,109.877
5vu8n8MB3P2hoY19SYMn9o,Glitz Rock,Felix Da Housecat,chicago-house,16,0.606,0.742,0.0334,1.27e-05,0.913,0.0458,0.301,-11.04,132.104
04GunTYlMUoEnc5pwzQANm,Yendo De La Cama Al Living,Charly García,punk,0,0.659,0.433,0.19,0.368,0.000312,0.13,0.572,-9.426,80.115
30Lcy59RiXJKMVVkwhfdle,In The Night,Fly By Midnight,electro,55,0.605,0.934,0.0331,0.00914,0.00288,0.311,0.825,-3.642,119.998
4s7Me2OrjR7tIeeiWmZnK5,Pintura íntima,Kid Abelha,r-n-b,44,0.617,0.672,0.0302,0.0855,0.000125,0.052,0.931,-7.817,135.518
3gL8HwgqxcKM8lhXnYtny2,"I See the Light (from ""Tangled"")",Jartisto,disney,20,0.122,0.0153,0.0436,0.982,0.909,0.127,0.386,-23.673,91.938
04vpVveiJZ0bqkwCBBpEth,My Heart Will Go On - Acoustic,Agustín Amigó,guitar,43,0.409,0.157,0.0884,0.956,0.854,0.11,0.275,-13.157,178.844
5w65rfJaQDOQ0iAhOuQqiv,Irony,majiko,anime,53,0.659,0.658,0.0256,0.162,0.0,0.0467,0.538,-3.928,89.987
7AoQay4gO0sdMUi641ghSH,Motherfucker - Radio Edit,NG Rezonance;Begbie,trance,28,0.571,0.987,0.0525,3.62e-05,0.839,0.0389,0.402,-6.321,150.03
7aNzqGdfZcNkCWnFR3nZkL,An Den Stränden Der Südsee,Meeresrauschen;Naturgeräusche für Entspannung und Erholung;Naturgeräusche,sleep,38,0.0747,0.566,0.0574,0.532,0.867,0.112,1e-05,-20.942,82.928
11MSEhq5iXRC4mFgezdaLs,Pump Up The Volume (Original Mix) - Extended Mix,The Prophet,happy,0,0.729,0.883,0.105,0.137,0.889,0.0654,0.0775,-6.554,110.945
5GQu9ALTmhmLggqUb9HTL8,DROGEN,JPD,german,39,0.583,0.405,0.0652,0.908,2.49e-05,0.111,0.185,-8.134,143.555
40FDafNFtz0jDyzCn3MaMs,Never Ending Story,Kato,anime,24,0.57,0.336,0.0379,0.942,0.871,0.103,0.145,-12.397,119.835
5EVVBILF2NeX8qpQyxbvYl,"Sonata for violin and piano, L. 140: III. Finale. Très animé",Claude Debussy;Andrzej Cieplinski;Tymoteusz Bies,classical,2,0.348,0.111,0.0455,0.982,0.861,0.0874,0.0985,-19.65,136.303
5GpK2be6lGPawut1iSqOKN,Ya Rabba,Kailash Kher,indian,46,0.649,0.413,0.0316,0.261,1.93e-05,0.0748,0.59,-10.934,143.946
6qRg9P6r9Ed6GyIfEu1JaZ,Shhh!,Jim Florentine;Don Jamieson,comedy,20,0.69,0.766,0.949,0.983,0.0,0.383,0.426,-10.567,128.693
4Xn89qH8uKOumgvAGSvY3U,Stay,iamjakehill,emo,67,0.634,0.658,0.314,0.814,0.0,0.134,0.86,-8.537,166.05
6tCUeo48hBua0006TgIlOk,Amor Sem Barreira,Rachel Reis,mpb,42,0.722,0.694,0.0622,0.638,0.773,0.133,0.778,-7.904,89.98
2wZ99JXUqr6uoEcWbEZVbf,Nem Cinco Minutos Guardados - Ao Vivo,Titãs,hard-rock,39,0.387,0.694,0.0576,0.597,0.0,0.734,0.708,-9.23,133.022
6cZGk7b1led3OdACob9rbS,It's Beginning To Look A Lot Like Christmas,Jill Johnson,swedish,0,0.653,0.308,0.0474,0.636,0.0,0.0899,0.462,-11.926,107.72
5xYpEeGFXmkGMBQ22NfKfO,Keep Me,Novo Amor,ambient,69,0.567,0.131,0.029,0.888,0.0553,0.158,0.0657,-14.124,104.784
6fchBDwnte5dnhwEV09qof,"Mukilin Magalae - From ""Makalkku""",Manjari,malay,19,0.49,0.509,0.0381,0.537,0.000899,0.0959,0.274,-9.5,148.0
0fzmhN3dop77DGQmcsi5MJ,Bells,Upchurch,country,42,0.528,0.795,0.039,0.00458,0.000264,0.125,0.539,-5.093,166.007
4Zd6HJ49dtEiP5sFcf698m,Não Venha Pela Metade,Rachel Reis,mpb,42,0.741,0.77,0.0519,0.731,0.528,0.246,0.944,-5.6,90.037
5f8xBaP905M0O65CGHwDl4,Suena El Dembow,Joey Montana;Sebastian Yatra,reggae,0,0.69,0.858,0.0529,0.189,0.0,0.113,0.755,-4.431,91.884
3cGyrppZWoGKI5IA8amT5e,Turn It Up - Live,Planetshakers,world-music,54,0.551,0.984,0.0921,0.000841,0.0,0.55,0.299,-2.997,123.991
56U1WCUL6mbxoSSYgbBame,Castelos & Ruínas,BK;Sain,brazil,52,0.799,0.584,0.118,0.103,1.11e-06,0.457,0.404,-8.157,117.031
3OYHw99STxBfqoBEov2M5F,Let's Get Ready!,Peppa Pig,children,50,0.9,0.465,0.118,0.702,0.0,0.223,0.731,-5.939,104.007
3lUTTvpsqOJGm28TZYgIGn,Pa' Congo,The Bongo Hop;Maikcel,afrobeat,24,0.723,0.951,0.0467,0.0681,0.0034,0.0478,0.762,-5.076,110.076
7ajVYJt15NuE3NmzxSHOyS,Kiss of Death,Dokken,metal,0,0.402,0.942,0.11,0.00178,0.00183,0.869,0.209,-8.659,145.73
7aoBSmPHwNXYtMVxR9FVOd,Spirit Song 2012 - Original Mix,Toronto Is Broken,idm,8,0.491,0.938,0.0399,0.00118,0.582,0.0547,0.371,-3.905,140.051
5N5v1tfDEPbvK214jUEGgO,Christmas All Over Again,The Goo Goo Dolls,rock,0,0.457,0.768,0.0316,0.000357,0.0098,0.141,0.554,-7.484,133.788
6oilrypHWm0iylwgX6ujQc,知足,Mayday,mandopop,46,0.519,0.232,0.0269,0.877,0.0,0.104,0.364,-9.029,80.449
4Kh6cq3XgOGUK9yXQu7RTq,overwhelmed - Chri$tian Gate$ remix,Royal & the Serpent;Chri$tian Gate$,indie,69,0.619,0.502,0.249,0.178,0.0,0.155,0.38,-8.097,174.196
1WrE2xWhT5gLrYq8D1oPYw,IDontWannaFall,Vluestar,sad,52,0.528,0.25,0.0579,0.824,0.44,0.123,0.446,-15.791,172.234
6gQJAUHKEVpnSGtfcwZ5Pe,Dangerous,David Guetta;Sam Martin,dance,0,0.53,0.747,0.0694,0.417,1.04e-05,0.107,0.434,-4.838,91.943
2hv3PVAj6KKDOVNhyRfjeG,LIMBO,XXXTENTACION;Killstation,emo,58,0.549,0.532,0.0309,0.147,1.34e-06,0.169,0.126,-6.234,111.066
22DrqPUQfcOkv6QmjvHFcB,Mera Pyar Tera Pyar,Jeet Gannguli;Arijit Singh,pop-film,59,0.638,0.471,0.0258,0.825,0.0,0.0993,0.381,-7.025,99.017
4TujvPqDwwcewGVv1TgLLI,"Prelude in G Major, K.15g",Wolfgang Amadeus Mozart;Erik Smith,classical,15,0.193,0.0844,0.0494,0.685,0.0,0.113,0.237,-22.463,182.218
39I5xXLPaiTqNPBaKo0Rnw,The Story of the Tucks,Carolee Carmello;Robert Lenzi;Andrew Keenan-Bolger;Sarah Charles Lewis,show-tunes,29,0.747,0.326,0.486,0.706,0.0,0.0757,0.521,-12.959,93.07
51s7WZriwg2D51gbCrbNVz,Belly Full of Toes,Couple Skate,grindcore,13,0.285,0.564,0.311,0.00108,0.199,0.181,0.221,-12.032,148.08
6gijbGNDNNJgT60Aj7UCyc,Living in the Shadows,Matthew Perryman Jones,acoustic,53,0.418,0.79,0.0506,0.0284,9.96e-06,0.117,0.197,-6.599,175.975
2k7lStJS8TJvMNxbdClLMD,Velonica,Aqua Timez,anime,56,0.495,0.925,0.0417,0.000129,0.0,0.139,0.587,-3.193,136.977
3oGOqfkRiPUBQsVKw3n20M,Eu Tô Carente,Raquel dos Teclados,forro,40,0.84,0.893,0.0399,0.159,0.0,0.319,0.844,-2.89,136.011
47MtUiBYZmxs9bdqN62KuQ,Sysselmannen,Lars Winnerbäck,swedish,44,0.541,0.633,0.0273,0.0884,1.47e-05,0.163,0.613,-7.218,133.888
0XFtG09bUs8yuCZIdoXrkG,Morning + Iano - Live,alva noto;Ryuichi Sakamoto,idm,10,0.34,0.0697,0.0397,0.957,0.883,0.0756,0.032,-23.695,119.807
6aNiR1YsERzcABil2gYQ1b,"Ratchasa Maamaney (From ""Ponniyin Selvan Part-1"")",A.R. Rahman;Shreya Ghoshal;Palakad Sreeram;Mahesh Vinayakram,pop-film,64,0.546,0.786,0.212,0.349,1.35e-06,0.109,0.434,-9.486,99.798
2uzlv8PjqsVvF1DhEahyhy,In the Summertime,Mungo Jerry,british,27,0.754,0.449,0.0615,0.724,0.0,0.162,0.973,-14.013,82.751
7fZCViZ831HCOpI0DrtaEi,Sólverv,Vreid,black-metal,20,0.138,0.969,0.134,3.48e-05,0.691,0.318,0.0465,-3.603,175.725
3MRoy5cF7RzT1Siw13nOmD,Canaro in Paris,Solo Tango Orquesta,tango,17,0.455,0.458,0.0325,0.884,0.681,0.282,0.668,-8.95,144.347
7xx2Ku5iifWgkc0w2By4TR,overthinking,demxntia,emo,54,0.708,0.574,0.0343,0.669,0.0,0.0797,0.161,-5.124,115.055
2OaVtgFRFY3xfHjEJxqHhI,"One, Two, Buckle My Shoe",Desmond Dennis,kids,13,0.78,0.482,0.0441,0.0356,0.0,0.0964,0.279,-7.832,99.608
5vSqKl0SxirLoaO3802hs7,Halayo,Duit,electronic,34,0.455,0.442,0.0791,0.53,0.131,0.0837,0.228,-11.469,112.689
5K1m4aaPCxwnm9SKlWW1vh,Shout Baby,Ryokuoushoku Shakai,j-pop,62,0.474,0.881,0.0398,0.033,0.0,0.0513,0.587,-1.846,180.0
1xU4U0HkoKrDAkKxbTbda6,Merry Christmas Baby,Kenny Burrell,jazz,0,0.499,0.17,0.0422,0.862,0.00108,0.085,0.269,-15.412,94.45
