track_id,track_name,artists,track_genre,popularity,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo
7g96GMqMFfkrzEvDwSIWzQ,"Failing, Flailing",Streetlight Manifesto,ska,34,0.648,0.896,0.0825,0.0426,2.15e-06,0.0675,0.794,-5.546,137.804
5pqH6aEfTKoFCr7IE6urm3,Mamma Mia (feat. Amber Van Day),HUGEL;Amber Van Day,deep-house,50,0.833,0.826,0.203,0.0958,0.0,0.263,0.565,-6.384,125.885
2s4AbiaTKGrKldnICBxaWW,Promise Me,Dead by April,metalcore,48,0.408,0.939,0.0531,0.000141,0.0,0.143,0.432,-4.993,174.967
6HGoVbCUr63SgU3TjxEVj6,Satisfya,Imran Khan,hip-hop,70,0.726,0.652,0.11,0.00451,3.32e-05,0.226,0.803,-7.764,163.879
2S1IGjykXoLfYNVB9oruBr,Branching Paths,Ichika Nito;Mr. Chase,j-rock,47,0.446,0.579,0.0389,0.247,0.382,0.0886,0.526,-8.442,185.354
3H2cHIeqH79jmFsdiPKRv7,Sigo Acá,Cadena Perpetua,punk-rock,39,0.573,0.805,0.0346,0.00431,7.39e-06,0.139,0.701,-5.94,141.941
1BweuW1Vx7eP6VUSXijezL,Imágenes Paganas,Virus,punk-rock,37,0.567,0.832,0.0333,0.284,0.0791,0.113,0.624,-7.771,130.172
2DGoiBUZSbprAcvGw5l1W7,Every Night,Screeching Weasel,power-pop,23,0.22,0.872,0.0461,0.00048,0.000186,0.0541,0.414,-5.388,177.017
3oZ1DkKe2ZcvPh5Ffv6L0c,a.m.3:21,yama,j-pop,54,0.634,0.736,0.109,0.295,0.00011,0.215,0.752,-5.006,110.169
22aoAzWBmrDlbDLNjTTJ6F,Surgery,Maceo Plex;Johnny Jewel;Glüme,minimal-techno,35,0.851,0.64,0.0472,0.00206,0.654,0.125,0.138,-7.269,124.004
7rwgTaHmd0vgpxcshUNCxD,Drão,Gilberto Gil;Preta Gil,samba,37,0.626,0.286,0.0523,0.777,4.56e-05,0.123,0.242,-11.696,135.701
0sr2pcHb3tnWqIgZU1Urj6,We're All Alone,Rita Coolidge,r-n-b,0,0.332,0.429,0.0287,0.356,3.1e-05,0.0619,0.242,-8.376,128.091
71KtwiEpzcn9WxwlaS7ZJY,Enjoy the Silence - cover version,Lacuna Coil,goth,55,0.503,0.667,0.0285,0.000984,0.027,0.229,0.101,-6.831,113.018
4Qv71lFPCObf7zol1uWCJb,There For You,Gorgon City;MK,deep-house,56,0.533,0.844,0.0302,0.00529,8.91e-05,0.0722,0.712,-5.04,123.971
7jR0ezj19qPMx5Ts9ge9I6,Walk On Water (with RØRY & Dylan Matthew)- Love Is Gone pt. 2,SLANDER;RØRY;Dylan Matthew,dubstep,46,0.474,0.571,0.0397,0.174,0.0,0.142,0.152,-6.671,132.108
6Zpj4XvoH4xNp2wCa6X96y,Dawn (feat. Janai),Stanton Warriors,breakbeat,12,0.686,0.927,0.0398,0.00446,0.57,0.0892,0.313,-4.041,127.002
0uBdQzKghx88d2Lp8SLFKJ,I'm In Love With You,The 1975,alt-rock,78,0.668,0.902,0.0386,0.169,8.74e-05,0.198,0.913,-3.924,119.008
7fxk6qjkQHs66OZcDsEe8K,"Biste braun, kriegste Fraun - Version 2015",Mickie Krause,party,0,0.819,0.708,0.0605,0.0157,8.62e-05,0.081,0.363,-4.706,127.992
1ErVAnzjNvyXSodWbOTYNu,Jacuzzi,Greeicy;Anitta,latin,0,0.821,0.736,0.0669,0.0914,0.0,0.0542,0.941,-4.484,93.008
7GDwYUuvu1qjah9rAH15AH,現代愛情故事,Chilam;Xu Qiu Yi,cantopop,46,0.804,0.529,0.0305,0.277,0.0,0.0916,0.723,-8.57,106.908
6tAWgyIwWB6f1ozhA0tadW,Eden,Monkey Majik,j-rock,48,0.53,0.746,0.0281,0.156,0.0,0.362,0.435,-5.196,84.018
4aA3PDel1koEbggFsSOVKz,Sou um Milagre,Eliana Ribeiro,brazil,43,0.728,0.265,0.0319,0.598,2.39e-06,0.0968,0.309,-14.823,108.112
6Nm4X6HWL4TNSMGClw52Xf,"I Know Where I've Been - from the Netflix Film ""Luckiest Girl Alive""",Elle King,blues,52,0.576,0.513,0.0323,0.208,0.184,0.0879,0.074,-8.541,120.025
3TnVzwHRytGd8Va9jn6Yhs,Final Feliz,Jorge Vercillo;Djavan,pagode,44,0.482,0.588,0.136,0.76,0.0,0.126,0.332,-6.897,88.619
4kflXMtDdukfphfpvp1708,17,Pink Sweat$,soul,62,0.653,0.362,0.0472,0.165,0.000131,0.11,0.268,-8.699,129.854
3iuJytXIDXGbpZbDWxfgHl,Like A Chokeslam,The 20 Belows,power-pop,29,0.488,0.908,0.0597,0.136,0.0,0.123,0.895,-4.991,133.027
6HnC8UJ9WqKUwx3dcha5Md,Colours (ABGT499D3) - Fred Falke Remix,Mat Zo;OLAN;Fred Falke,trance,38,0.647,0.839,0.0395,4.99e-05,0.499,0.202,0.191,-6.864,122.04
2qPNdVlqZl1cYqsNc3MXnA,Sher Aaya Sher,DIVINE;Major C,hip-hop,58,0.832,0.657,0.209,0.0433,2.93e-05,0.0752,0.756,-7.755,104.005
7dtxV1gbo3kWHiBhFywD7v,"14 “Interval” Canons K. 508a/3-8 & K. Deest: Canons Nos. 11-14, K.508a/7-8 & K. Deest",Wolfgang Amadeus Mozart;Karl-Heinz Steffens;Werner Mittelbach;Reinhold Helbich,classical,7,0.33,0.0423,0.0496,0.99,0.868,0.108,0.284,-23.181,86.81
6455q2sm0znfcevxSCzMMW,Say Yes,Cupid,kids,11,0.68,0.616,0.0321,0.00541,0.0,0.136,0.374,-5.955,112.425
7xcqbjV2NfxlnJzqdRuO7E,Odd Look,Kavinsky;The Weeknd,electronic,55,0.627,0.897,0.0504,0.246,0.0,0.117,0.257,-3.647,104.947
5MnLof1o5Wu4hX5zWgMjZY,Wasted,Tomberlin,psych-rock,54,0.766,0.571,0.0385,0.43,0.135,0.142,0.716,-9.764,93.075
2PWTZV5znjLtZC5T1EVJvL,this is what falling in love feels like,JVKE,indie,73,0.422,0.44,0.0544,0.617,0.0,0.0837,0.332,-5.53,128.934
60NNjFuigXAbCPftSfM1NW,BROKEN,BiSH,j-idol,35,0.385,0.925,0.0762,1.03e-05,0.253,0.155,0.435,-5.48,174.125
38HU7vX2HlEOXLOwwFApb4,Natsuiro Flower,Kyary Pamyu Pamyu,j-idol,20,0.666,0.887,0.0326,0.154,0.385,0.0302,0.971,-3.318,131.986
4KvwPgAJMWNqx4lCll9Ldp,Apocalipse 4 - Ao Vivo,Isaias Saad,gospel,39,0.255,0.67,0.0399,0.203,0.0,0.584,0.213,-7.774,155.087
6YWE7WrOmrGbuYaw3DxzGf,Unos Días Más,NAFTA,funk,44,0.855,0.262,0.258,0.362,0.000241,0.123,0.576,-9.549,91.057
2XyNLoEWc4IDt9OVzXZUXl,It’s Only (feat. Zyra) - ODESZA VIP Remix,ODESZA;Zyra,chill,52,0.596,0.882,0.0296,2.58e-05,0.457,0.0421,0.109,-5.279,119.999
7ht7UcsH5dlcaFX5pMHycn,My Life Is Going On - Remix Version,Cecilia Krull;Alok;Jetlag Music;WADD;HOT-Q,spanish,37,0.561,0.861,0.0412,0.00786,5.39e-06,0.117,0.234,-5.088,123.009
31Hu0lcugWlMvAJh93OkNj,Self Suicide,Goldie Lookin Chain,comedy,23,0.666,0.863,0.307,0.354,0.0,0.0675,0.815,-2.719,98.206
1vN2rZ4WoUe6QQJjc2NBjN,Qué Más Pues?,J Balvin;Maria Becerra,latin,2,0.904,0.817,0.0871,0.0254,0.000141,0.232,0.753,-3.956,101.988
7eX5SypK35V8Y9d9pS6rWy,I Can't Win,The Strokes,garage,57,0.472,0.746,0.0321,0.00581,0.663,0.0999,0.403,-4.816,97.44
5JCQF2iHu8EZ9voUThQ0Kz,Creepy Crawlies,Scary Bitches,goth,23,0.58,0.942,0.0637,0.00867,6.57e-06,0.388,0.694,-6.699,115.662
2qSnqsLv7b9GbWFhyZJwMM,Solid,Burna Boy;Blxst;Kehlani,dancehall,0,0.554,0.509,0.339,0.149,1.86e-05,0.094,0.718,-9.429,199.874
1sZyestTGfOxWKRxdVdKuA,LA CANCIÓN,J Balvin;Bad Bunny,reggae,3,0.756,0.646,0.319,0.152,1.81e-05,0.108,0.429,-5.795,176.088
4c2OHigULUHASnUdOEO7HQ,Forma de Cuidado,Valesca Mayssa;Bruna Karla,gospel,44,0.493,0.589,0.0377,0.327,0.0,0.076,0.322,-5.857,126.246
4KS0611AX8W2o3rAxJwEvJ,Anna,Robert Haig Coxon,new-age,26,0.157,0.0497,0.0356,0.987,0.91,0.0824,0.194,-23.972,69.545
5H6Jp0syB5yEPk7SWYdlmk,The Wind Cries Mary,Jimi Hendrix,psych-rock,63,0.499,0.495,0.0501,0.348,0.0286,0.2,0.339,-10.508,80.086
5PuJ00qKGWqbGeeWbt8WJb,Heartbeat Loud,Andy C;Fiora,drum-and-bass,54,0.421,0.961,0.0428,0.00174,0.000887,0.115,0.5,-1.059,174.046
0pS1COD3QAwZqVbHkqBBWZ,Here's Your Perfect,Jamie Miller,soul,0,0.558,0.454,0.0551,0.499,0.0,0.146,0.424,-5.335,113.12
7x56g3SKfKeE4XRg9MsTyi,"Verdi: La traviata, Act 1: ""Un dì felice"" (Alfredo, Violetta, Gastone)",Giuseppe Verdi;Carlo Rizzi;Edita Gruberova;London Symphony Orchestra;Neil Shicoff,opera,25,0.324,0.149,0.051,0.976,1.33e-05,0.136,0.154,-18.318,95.073
737yse38y2hsWQeNRrLaMY,Not Alone,Linkin Park,metal,56,0.682,0.766,0.0313,0.149,3.38e-06,0.144,0.545,-5.546,120.04
241A1yhKNIr1lPgWY8jU48,Cuida de mim,João Paulo & Daniel,sertanejo,43,0.59,0.617,0.0259,0.499,0.0,0.361,0.468,-6.588,74.016
5fdr0qZcygx9NFbIhFDcaH,Anak Jaman,Stand Here Alone,punk,38,0.579,0.945,0.0385,0.00421,8.75e-06,0.102,0.667,-2.494,116.033
023H4I7HJnxRqsc9cqeFKV,I Got U,Duke Dumont;Jax Jones,techno,68,0.636,0.761,0.035,0.00377,0.00784,0.0851,0.463,-7.752,120.837
017qYDiQ3s9Yp5PZbdtPzr,No Veneno,Strike,j-rock,40,0.527,0.981,0.126,0.015,0.0,0.211,0.852,-2.675,177.952
0S4Zf256BJU9wCHeBNsGmj,Sierra,Cursive,hardcore,31,0.441,0.895,0.105,0.0281,2.04e-05,0.0827,0.205,-7.934,149.384
0bHKo2P7aepaUOhzJtlxbv,Your Will Is a Wildflower,The Way Down Wanderers,bluegrass,23,0.67,0.592,0.0305,0.606,4.3e-05,0.0952,0.379,-10.45,96.077
00970cTs7LnxWt0d5Qk08m,Sleigh Ride,Ella Fitzgerald,jazz,0,0.593,0.287,0.0469,0.764,0.0,0.153,0.639,-12.472,77.117
1w6HwsdGR48SEfrIuJCo0v,Fresa y Chocolate,Los 4,salsa,27,0.864,0.913,0.152,0.238,5.49e-06,0.0689,0.884,-4.052,99.987
0EKqoSFmZW4dqaJvlEJtMe,Spicy,Ty Dolla $ign;Post Malone,dance,3,0.785,0.523,0.0489,0.144,0.0,0.117,0.134,-5.853,100.002
5LEHlRPjGcZ5RdagAwXpHS,Beautiful Imagination,Little Circuits,sleep,71,0.102,0.0333,0.0476,0.797,0.927,0.111,0.0591,-34.177,89.605
1gcESexgftSuLuML57Y69q,All Right Now,Free,british,73,0.787,0.472,0.0832,0.221,0.000336,0.153,0.824,-12.824,120.059
1xniUfCvv0CGGHgbZD5C0q,Stay A While - Radio Edit,Dimitri Vegas & Like Mike;Like Mike,progressive-house,38,0.55,0.652,0.0499,0.0375,0.0,0.11,0.16,-7.418,119.918
3Hg1OJWwiNeKWX7suTNJ1Y,Black and White,U.D.O.,heavy-metal,19,0.487,0.769,0.0505,0.00121,0.00109,0.378,0.313,-6.081,115.986
3u0GkwnjSEBqmTSvlgjFjJ,Picture Of A Whisper,Ata Ebtekar,iranian,0,0.207,0.276,0.0354,0.633,0.789,0.117,0.0387,-11.911,145.815
0tCdKWakn9sA3forNMxzdV,GŁOŚNO JAK STU,Lanek;Solar,electronic,35,0.838,0.699,0.227,0.267,0.0,0.238,0.862,-6.204,114.999
5p9IGH0xpbhJI9d8YWJe47,Sweets for My Sweet,The Drifters,rockabilly,0,0.772,0.81,0.0322,0.687,2.42e-06,0.097,0.971,-7.602,119.883
2vBI49IdIk4DkM3SqmCJn4,The Annual Horrors,Avhath,black-metal,26,0.338,0.944,0.0547,0.00012,0.946,0.161,0.115,-7.518,93.53
5ylZg67RolznfPfjT2uE1W,Rudolph The Red-Nosed Reindeer - Stereo,The Temptations,soul,1,0.412,0.542,0.0285,0.0682,0.0,0.245,0.471,-11.781,94.011
5JEx7HbmvHQQswJCsoo9rA,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding;Diplo;Swae Lee,indie-pop,65,0.575,0.758,0.0618,0.0954,0.0,0.394,0.493,-5.029,144.107
3DI3NhuSKftr5PkMQWOf3n,Espejismos del Edén,OConnor,heavy-metal,22,0.526,0.698,0.0313,1.05e-05,1.51e-05,0.237,0.357,-9.427,94.993
5xYo5LTrgAeJiaE31gIKmt,The Circus Is in Town,Patton Oswalt,comedy,22,0.526,0.943,0.943,0.773,0.0,0.824,0.311,-4.507,168.161
3ddp87sShpWPenS7M4t9uj,Contacto Com o Mundo Racional,Tim Maia,samba,40,0.676,0.352,0.0367,0.208,0.0,0.128,0.509,-10.402,111.179
142YjJNOuXjzeSDnB1ujw1,Sua amiga deu,MC Levin,funk,58,0.947,0.556,0.0736,0.277,5.43e-06,0.208,0.426,-4.536,130.046
61Ad95lVR8KdblY5He6SY8,How Was It for You,Snowy White,blues,60,0.547,0.174,0.0352,0.81,0.357,0.105,0.246,-15.047,135.133
750vuAyjSZGt53r570s8ML,As,Marsha Ambrosius;Anthony Hamilton,british,37,0.376,0.343,0.0303,0.673,0.0,0.198,0.169,-9.022,129.759
11jMqNuaE2vTsBBjESguoL,Igual Que Ayer,Los Enanitos Verdes,latin,0,0.62,0.788,0.0276,0.018,0.0,0.369,0.856,-8.646,137.129
7kEwwmnAkgoll8koLkwZeC,"Danza Húngara, No. 5",Cacho Tirao,guitar,24,0.455,0.244,0.0334,0.784,0.00081,0.204,0.376,-12.326,137.891
0dfKQSS9o3pfSducqHXaCy,Tengo Ganas - Live Carnegie Version,Víctor Manuelle,salsa,27,0.368,0.889,0.135,0.599,0.000226,0.861,0.284,-5.385,83.106
3gHGMXEUhVHl4cxOXX3Rmq,アルミナ,Nightmare;DEATH NOTE デスノート,metal,50,0.347,0.901,0.0532,0.0156,0.0,0.127,0.528,-3.224,184.942
1dxbiVeiV7nQ2V9qXnhJiB,Buddhu Sa Mann,Amaal Mallik;Armaan Malik,pop-film,63,0.644,0.87,0.0394,0.193,0.0,0.549,0.702,-4.816,125.998
65P0LJJh9vEa5yR6S2xIZR,Leave The Door Open - Acoustic,Blame Jones,acoustic,51,0.817,0.305,0.0451,0.874,0.0,0.115,0.52,-7.73,148.017
5029vpQu4KlJp0Kqobuc01,Middle,DJ Snake;Bipolar Sunshine,edm,0,0.585,0.73,0.0406,0.0171,0.0,0.0488,0.222,-4.038,104.824
7H10smyqYA7G23KkZwfipP,痴心的廢墟 - 電視劇「黃金十年」主題曲,Alan Tam,cantopop,18,0.579,0.376,0.0269,0.624,3.42e-05,0.146,0.143,-11.764,75.616
0mfpgk7oDsLabYsuaUK3hi,Circumstances,Rygin King,dancehall,26,0.63,0.626,0.278,0.29,1.54e-05,0.129,0.224,-7.124,102.647
7a44KQsZopbdTRnn53X5qF,World Of Madness - Defqon.1 Anthem 2012,Wildstylez;Noisecontrollers,hardstyle,21,0.458,0.97,0.0506,0.05,0.755,0.338,0.174,-6.061,150.018
3nFwh8bSIFzeVOnKZKzacA,Kids In the Store,George Lopez,comedy,21,0.435,0.726,0.937,0.847,0.0,0.885,0.362,-14.431,85.097
6CuTbIg3qRPZs1XEJxoEbY,Zgt,Motive,turkish,46,0.633,0.53,0.374,0.517,0.0,0.0933,0.378,-9.085,129.025
06hScW2F8wdPVjlagETKdC,Olha pra Mim,Trazendo a Arca,groove,43,0.342,0.572,0.0348,0.281,0.0,0.792,0.234,-6.713,129.615
6X4OcPBYwrT4SVcQ6uwJod,Chinna Manushanukkulla,Gersson Edinbaro,malay,26,0.59,0.727,0.326,0.0966,1.18e-05,0.114,0.756,-8.396,184.483
0jcnKiHDwgcgBUokWDckX9,UN PESO,J Balvin;Bad Bunny;Marciano Cantero,reggaeton,3,0.627,0.675,0.212,0.125,0.0,0.0784,0.961,-7.125,79.31
6h3lMAmmpQDFqoHk9F99IR,S.L.U.T.,Bea Miller,alt-rock,67,0.722,0.773,0.0792,0.0598,0.0,0.179,0.724,-4.378,94.997
1R2ni98s7x2CUtYaj1LD4T,Sleep with One Eye Open,Chris Thile;Michael Daves,bluegrass,23,0.625,0.646,0.0368,0.743,0.000284,0.0692,0.924,-7.338,98.327
4Vb4JXSztWD2GXNqKs1GJs,Rotina,Desejo de Menina,forro,39,0.572,0.793,0.0316,0.391,5.03e-06,0.302,0.756,-3.998,159.849
5JSwpFI18XqMckY8HKDail,トキメキ的週末論,Shiritsu Ebisu Chugaku,j-idol,23,0.66,0.939,0.0483,0.00185,0.0,0.34,0.873,-3.241,131.031
0WK81brZVfvmqLTwFgcGL6,Confide (Contour 1),Booka Shade,minimal-techno,26,0.714,0.764,0.0381,0.00536,0.922,0.107,0.0395,-10.126,125.009
2DnRsN2mYahVz6tMlpGYdA,I've Seen That Face Before (Libertango),Grace Jones,synth-pop,26,0.813,0.625,0.0409,0.000713,0.182,0.0613,0.961,-9.382,133.018
1Gz2E1chOzRyhFXHJYWw8y,Pump the Brakes,Dom Dolla,groove,59,0.813,0.668,0.096,0.00673,0.0912,0.362,0.495,-6.834,124.01
01Q3OyB05mLgH01fpdAMPP,Wait,M83,indie,72,0.426,0.228,0.0322,0.198,0.13,0.0832,0.0822,-10.552,147.994
6lfesPvu16ExPnecELeMwt,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,Kacey Musgraves;Camila Cabello,country,0,0.745,0.598,0.0975,0.129,0.0,0.678,0.789,-6.053,148.906
76Bt5vjnbxyr0JmxZKToTW,Sucio y Desprolijo - En Vivo Cosquín Rock,Pappo;Charly García,heavy-metal,27,0.255,0.941,0.0539,0.000317,0.0462,0.96,0.399,-5.749,135.649
7iXPSlDdL0EQwPFtUR8ye1,我知道,BY2,mandopop,54,0.674,0.584,0.0319,0.678,0.0,0.098,0.29,-5.784,115.92
1ASgWE2xwIXQmniMfwvOL9,Holdin' Her,Chris Janson,country,0,0.353,0.574,0.0331,0.426,2.27e-05,0.0939,0.386,-5.126,117.577
5tg61WGZrVzolByJ44C9PJ,Peh Peh Peh,Ağaçkakan;Çağrı Sinci;Emiladil,turkish,40,0.699,0.74,0.3,0.243,0.0,0.087,0.312,-8.774,82.025
5cUH0jGZStImc41LbHSjhA,Davidian,Machine Head,groove,1,0.276,0.937,0.163,0.000531,0.123,0.227,0.306,-6.952,153.814
4MDP7HRognLy05tr1MlKek,Ghawrbaari,Anupam Roy,singer-songwriter,42,0.64,0.547,0.0382,0.627,0.0,0.111,0.289,-6.854,127.897
6esLMv3uuSmQ1nw2wQnqgA,Here to Love You,GAMPER & DADONI,deep-house,54,0.591,0.574,0.072,0.246,0.0,0.216,0.404,-7.553,102.985
4pyQ5n3teYo2C89zE3NBrM,ドバイ,Crazy Ken Band,rockabilly,28,0.633,0.821,0.0524,0.138,0.0,0.193,0.916,-9.115,120.024
6ts6Ie41SzPSKWkHrv3t2F,The Extinctionist,Diablo,groove,24,0.484,0.965,0.107,0.00216,2.93e-06,0.107,0.237,-5.244,125.047
1yexB9BhPJFMiFHzdNhVqt,Aam Do Kanam Mali Baha,Mk Mukesh;Romeo Baskey;Joshi Pareya,samba,35,0.614,0.386,0.0396,0.714,8.95e-05,0.33,0.253,-10.761,145.964
6uA1qGKf0r5uYIg1aMhn7c,El Gorrión y Yo,Manoella Torres,rock-n-roll,40,0.641,0.397,0.0782,0.764,0.0,0.1,0.784,-11.549,88.59
2khycHO9eUab1YJbWgKCro,I'm a Little Teapot,Pinkfong,children,47,0.956,0.591,0.0377,0.347,0.000131,0.0392,0.851,-5.833,116.022
0abrZlp7Tjat7QRg7hn4ME,Life Is Just a Bowl of Cherries,Jack Hylton & His Orchestra,j-dance,23,0.572,0.346,0.0439,0.993,0.83,0.137,0.697,-14.834,77.286
7DWCf9hn18mUO4p5JWRcTS,Sucio Y Lento,Mariah Angeliq;Lele Pons,latino,0,0.717,0.758,0.0718,0.37,0.000303,0.0861,0.96,-2.367,175.951
47T1jNQizR8E8e8SpvXNog,Daydreaming - Luv It Dub,Massive Attack,trip-hop,17,0.76,0.616,0.0814,0.00042,0.941,0.0632,0.615,-17.847,97.478
3WBRfkOozHEsG0hbrBzwlm,Everything Goes On,Porter Robinson;League of Legends,house,73,0.55,0.648,0.0309,0.0191,0.0,0.0999,0.323,-6.542,156.957
3pVVFQ4D1yRBpztapn2hHG,Lose My Mind - Radio Edit,Wildstylez;Brennan Heart,hardstyle,55,0.522,0.819,0.0365,0.00243,0.00343,0.307,0.374,-4.493,75.02
0HDO6JFfplYPrSWuufUosZ,Amour plastique,Videoclub,french,62,0.696,0.354,0.0353,0.767,0.00158,0.128,0.242,-14.043,119.938
4tkN2pk11GYamfmIz8tmKa,クリストフ・ララバイ,SHIKI THEATRE COMPANY,disney,18,0.361,0.343,0.0582,0.552,1.2e-06,0.207,0.371,-12.585,81.712
3bc6MVpDA0hm4DbuqD2r9C,Promised Land,Joe Smooth,chicago-house,9,0.72,0.923,0.0369,0.00297,0.0307,0.0997,0.592,-4.494,128.744
1gOmVDqb4YmcCNbPA32V3n,Bad Dreams - Nami Remix,Noisia;Nami,drum-and-bass,29,0.72,0.95,0.185,0.00293,0.653,0.241,0.519,-0.971,174.028
1ZdhOMWyFR8Iv9eylMGYg2,Mount Everest,Labrinth,indie,83,0.494,0.428,0.205,0.236,0.0698,0.0816,0.44,-7.239,87.724
0v0pc1lIt5p6EBX7pnfOGF,Holding On and Letting Go,Ross Copperman,piano,49,0.486,0.555,0.0271,0.818,0.00269,0.109,0.0992,-9.466,77.987
5khYjyvP68aobZCSnobv6l,What A Time,Julia Michaels;Niall Horan,electro,0,0.516,0.467,0.0302,0.662,0.0,0.0853,0.386,-6.184,132.861
6WxgD0syay32FVFtmLqe3M,Annie,Majestic,house,4,0.67,0.888,0.0684,0.0106,0.708,0.264,0.37,-4.639,120.986
79vEv8zqy9tLYsTxxkXHXq,Part Of The Band,The 1975,alt-rock,67,0.717,0.51,0.0462,0.755,0.105,0.25,0.831,-8.225,142.01
68n2q0d444mHKSbp0CXx7i,Show Me The Wine,Vybz Kartel,reggae,1,0.703,0.896,0.418,0.0607,0.0,0.0662,0.943,-1.464,132.674
2jzxWQlR0pZ2IUvk95nsfX,Dreams (Will Come Alive),2 Brothers On The 4th Floor,happy,28,0.701,0.979,0.048,0.00328,0.308,0.416,0.612,-4.861,134.013
74pMd2gI5hbtJs4RnSp3ye,Follow the Crossed Line,The Agonist,death-metal,21,0.479,0.993,0.0802,9.15e-06,0.00668,0.244,0.18,-3.505,103.99
2R7qip8VANCHLVYsov9zbT,Leave This Town,Tony Molina,power-pop,26,0.348,0.21,0.033,0.018,0.48,0.136,0.218,-11.837,76.13
0xtSFqbkJ8BS9oRmsJ1aPD,Same Old Place,Newfound Road,bluegrass,22,0.547,0.51,0.0276,0.769,9.01e-05,0.133,0.363,-7.49,139.058
35ES4VMxOzu4TtYulIL52v,Pick Me Up,Gabby Barrett,country,0,0.472,0.701,0.0369,0.0387,0.0,0.107,0.515,-4.563,79.805
3zuzfS5hHgSTzTUW6bw6Z8,Waymaker (Español),Puchi Colon,salsa,30,0.67,0.859,0.0376,0.58,0.00117,0.063,0.681,-4.447,168.021
5knSvwiFenQOkDoriHi2Rg,Love Me Land,Zara Larsson,swedish,54,0.591,0.457,0.0369,0.0872,2.97e-05,0.152,0.253,-7.405,107.88
5vnwBJxMnwGPPG2U3tToJc,Maker of the Heavens,Mosaic MSC,world-music,25,0.517,0.606,0.0319,0.138,1.67e-05,0.0645,0.187,-8.692,148.054
2SvP6VWIoq4CQ2IbdZEmcU,渴望,Aaron Kwok;Kaiel Chen;Zhang Yong Fu and Eric Chen,cantopop,23,0.712,0.82,0.043,0.317,0.00119,0.144,0.407,-6.535,120.026
0lozAj904nKA5sb3C6aAPu,Deixa A Vida Me Levar,Zeca Pagodinho,pagode,50,0.631,0.845,0.236,0.486,0.0,0.0864,0.807,-8.08,105.103
2AqyijFrqiMBs5P7fe5A9w,Disconnect,Plastikman;Richie Hawtin,detroit-techno,26,0.723,0.247,0.0458,0.671,0.942,0.122,0.0396,-17.298,111.86
3elfs833jEBAz1QkXm6qqF,This Christmas Day,Amy Macdonald,singer-songwriter,1,0.248,0.572,0.0429,0.278,0.0,0.139,0.228,-6.827,205.458
0XUbq6STWcxFC6qrU09tE1,Quit (feat. Hudson Mohawke),Gammer;Hudson Mohawke,happy,24,0.473,0.804,0.0593,0.0566,4.04e-05,0.103,0.328,-4.947,169.881
4AF28ndq103b56Tjivd9Tb,Busola Do Nikąd,Truchło Strzygi,black-metal,18,0.382,0.837,0.0579,9.16e-05,0.0,0.113,0.0578,-7.76,128.987
0vgIkHFK8wpogVc1XCi18F,Second Sun,Nils Hoffmann;Ben Böhmer,techno,41,0.739,0.409,0.033,0.0178,0.848,0.0859,0.181,-10.737,119.996
4j4Gj9DGGf3z5XeoG7otgM,I Dream Of Christmas,Norah Jones,jazz,0,0.409,0.71,0.0398,0.15,0.285,0.171,0.376,-6.215,107.566
2kkvB3RNRzwjFdGhaUA0tz,Layla,Derek & The Dominos,hard-rock,74,0.404,0.902,0.0665,0.577,0.297,0.287,0.497,-3.88,115.669
6OSVqTKdYoj5jrbCCNPxRR,Dressed In Decay,CKY,industrial,26,0.447,0.865,0.039,4.07e-05,0.1,0.321,0.597,-6.056,118.382
2IQB5iBapo0Y37Yc0PtIZc,Contact,Lulleaux;Giang Pham,deep-house,53,0.651,0.76,0.054,0.351,0.0,0.151,0.673,-3.377,96.204
54fUIuyRiTAdLX4cIOsiLK,Milch,Tourneecast 2011;Tourneecast 2012,show-tunes,21,0.49,0.853,0.499,0.192,0.0,0.814,0.223,-6.877,111.641
4txahEqLKtMJhVe6ezQH8k,Eu Chorei,Exaltasamba,samba,38,0.446,0.579,0.0434,0.768,0.0,0.609,0.549,-9.173,155.284
1G1mrICbuolSOEzWcTOEft,Donde Esta El Amor,Salserin,salsa,29,0.606,0.851,0.0454,0.364,2.91e-06,0.0663,0.776,-8.063,90.639
2DP1HBd70hKwgNxQwMaG8z,The Scare Floor,Randy Newman,disney,20,0.584,0.355,0.0281,0.495,0.375,0.106,0.399,-9.782,99.861
2ZDTK8AijLvCPttN360zk0,Shower,Kruger Brothers,bluegrass,21,0.404,0.205,0.0373,0.914,0.931,0.108,0.149,-15.2,95.92
2zI4py4xY6v4vIrAlR6GtP,For An Angel - PVD Angel In Heaven Radio Edit,Paul van Dyk,techno,58,0.668,0.982,0.0331,0.0437,0.849,0.887,0.591,-7.979,138.223
4LvYquU4UExvNblt5UDwS6,Não Deixo Não / Incidental: Vá Pro Inferno Com Seu Amor - Ao Vivo,Edson & Hudson,sertanejo,44,0.65,0.885,0.0374,0.121,0.0,0.65,0.489,-3.337,104.94
4xxg28R4JsE5OSyDFlZEmZ,I Feel Good,Pink Sweat$,chill,0,0.803,0.75,0.0551,0.0233,3.87e-05,0.045,0.628,-4.67,106.0
